"indicateurs","zones","regions","Unit","Date","Value"
"Repartition des ménages par zones","Sénégal","Kaolack","","1986","81222"
"Repartition des ménages par zones","Sénégal","Kaolack","","1987","83051"
"Repartition des ménages par zones","Sénégal","Kaolack","","1988","84923"
"Repartition des ménages par zones","Sénégal","Kaolack","","1989","87199"
"Repartition des ménages par zones","Sénégal","Kaolack","","1990","89804"
"Repartition des ménages par zones","Sénégal","Kaolack","","1991","92203"
"Repartition des ménages par zones","Sénégal","Kaolack","","1992","99509"
"Repartition des ménages par zones","Sénégal","Kaolack","","1993","102122"
"Repartition des ménages par zones","Sénégal","Kaolack","","1994","104795"
"Repartition des ménages par zones","Sénégal","Kaolack","","1995","107537"
"Repartition des ménages par zones","Sénégal","Kaolack","","1996","110048"
"Repartition des ménages par zones","Sénégal","Kaolack","","1997","112882"
"Repartition des ménages par zones","Sénégal","Kaolack","","1998","115783"
"Repartition des ménages par zones","Sénégal","Kaolack","","1999","118936"
"Repartition des ménages par zones","Sénégal","Kaolack","","2000","121946"
"Repartition des ménages par zones","Sénégal","Kaolack","","2001","112400"
"Repartition des ménages par zones","Sénégal","Kaolack","","2002","103751"
"Repartition des ménages par zones","Sénégal","Kaolack","","2003","103446"
"Repartition des ménages par zones","Sénégal","Kaolack","","2004","103142"
"Repartition des ménages par zones","Sénégal","Kaolack","","2005","102838"
"Repartition des ménages par zones","Sénégal","Kaolack","","2006","102536"
"Repartition des ménages par zones","Sénégal","Kaolack","","2007","102234"
"Repartition des ménages par zones","Sénégal","Kaolack","","2008","101933"
"Repartition des ménages par zones","Sénégal","Kaolack","","2009","101634"
"Repartition des ménages par zones","Sénégal","Kaolack","","2010","101335"
"Repartition des ménages par zones","Sénégal","Kaolack","","2011","101037"
"Repartition des ménages par zones","Sénégal","Kaolack","","2012","100739"
"Repartition des ménages par zones","Sénégal","Kaolack","","2013","95291"
"Repartition des ménages par zones","Sénégal","Kaolack","","2014","98444"
"Repartition des ménages par zones","Sénégal","Kaolack","","2015","101638"
"Repartition des ménages par zones","Sénégal","Kaolack","","2016","104935"
"Repartition des ménages par zones","Sénégal","Kaolack","","2017","108345"
"Repartition des ménages par zones","Sénégal","Kaolack","","2018","111863"
"Repartition des ménages par zones","Sénégal","Kédougou","","2008","34113"
"Repartition des ménages par zones","Sénégal","Kédougou","","2009","35255.8926928794"
"Repartition des ménages par zones","Sénégal","Kédougou","","2010","36437.0758822685"
"Repartition des ménages par zones","Sénégal","Kédougou","","2011","37657.8324201203"
"Repartition des ménages par zones","Sénégal","Kédougou","","2012","38919.488137959"
"Repartition des ménages par zones","Sénégal","Kédougou","","2013","19048"
"Repartition des ménages par zones","Sénégal","Kédougou","","2014","19721.0264029795"
"Repartition des ménages par zones","Sénégal","Kédougou","","2015","20382.1525846478"
"Repartition des ménages par zones","Sénégal","Kédougou","","2016","21072.0253186704"
"Repartition des ménages par zones","Sénégal","Kédougou","","2017","21788.0694069851"
"Repartition des ménages par zones","Sénégal","Kédougou","","2018","22527.6240322657"
"Repartition des ménages par zones","Sénégal","Kolda","","1985","65871.5457616876"
"Repartition des ménages par zones","Sénégal","Kolda","","1986","67449.3408025922"
"Repartition des ménages par zones","Sénégal","Kolda","","1987","69064.3821534404"
"Repartition des ménages par zones","Sénégal","Kolda","","1988","70717.3432613552"
"Repartition des ménages par zones","Sénégal","Kolda","","1989","72527.002263723"
"Repartition des ménages par zones","Sénégal","Kolda","","1990","74497.4597107435"
"Repartition des ménages par zones","Sénégal","Kolda","","1991","74736.3815362043"
"Repartition des ménages par zones","Sénégal","Kolda","","1992","78334.1628248616"
"Repartition des ménages par zones","Sénégal","Kolda","","1993","80306.4269251745"
"Repartition des ménages par zones","Sénégal","Kolda","","1994","82320.7217457569"
"Repartition des ménages par zones","Sénégal","Kolda","","1995","84385.7395652319"
"Repartition des ménages par zones","Sénégal","Kolda","","1996","86022.1148210123"
"Repartition des ménages par zones","Sénégal","Kolda","","1997","88158.7879096935"
"Repartition des ménages par zones","Sénégal","Kolda","","1998","90338.696608935"
"Repartition des ménages par zones","Sénégal","Kolda","","1999","92559.5913026633"
"Repartition des ménages par zones","Sénégal","Kolda","","2000","94817.6752202341"
"Repartition des ménages par zones","Sénégal","Kolda","","2001","92140.8472222222"
"Repartition des ménages par zones","Sénégal","Kolda","","2002","76866"
"Repartition des ménages par zones","Sénégal","Kolda","","2003","75670.7498117291"
"Repartition des ménages par zones","Sénégal","Kolda","","2004","74494.0855133518"
"Repartition des ménages par zones","Sénégal","Kolda","","2005","76869.4708063316"
"Repartition des ménages par zones","Sénégal","Kolda","","2006","76095.443174467"
"Repartition des ménages par zones","Sénégal","Kolda","","2007","75323.8783775848"
"Repartition des ménages par zones","Sénégal","Kolda","","2008","74554.9495945617"
"Repartition des ménages par zones","Sénégal","Kolda","","2009","73788.8227354225"
"Repartition des ménages par zones","Sénégal","Kolda","","2010","71700.9762150527"
"Repartition des ménages par zones","Sénégal","Kolda","","2011","70930.5994978842"
"Repartition des ménages par zones","Sénégal","Kolda","","2012","69827.6435433137"
"Repartition des ménages par zones","Sénégal","Kolda","","2013","70932"
"Repartition des ménages par zones","Sénégal","Kolda","","2014","73314.005264334"
"Repartition des ménages par zones","Sénégal","Kolda","","2015","75703.0837059623"
"Repartition des ménages par zones","Sénégal","Kolda","","2016","78163.1588338501"
"Repartition des ménages par zones","Sénégal","Kolda","","2017","80747.2677652371"
"Repartition des ménages par zones","Sénégal","Kolda","","2018","83432.3358809996"
"Repartition des ménages par zones","Sénégal","Louga","","1986","56008.3636281288"
"Repartition des ménages par zones","Sénégal","Louga","","1987","56694.1476337375"
"Repartition des ménages par zones","Sénégal","Louga","","1988","57388.5823754789"
"Repartition des ménages par zones","Sénégal","Louga","","1989","58095.4782931035"
"Repartition des ménages par zones","Sénégal","Louga","","1990","58894.1250282268"
"Repartition des ménages par zones","Sénégal","Louga","","1991","59590.7878378903"
"Repartition des ménages par zones","Sénégal","Louga","","1992","60270.5392869104"
"Repartition des ménages par zones","Sénégal","Louga","","1993","60935.635628769"
"Repartition des ménages par zones","Sénégal","Louga","","1994","61588.208538423"
"Repartition des ménages par zones","Sénégal","Louga","","1995","62248.1997042174"
"Repartition des ménages par zones","Sénégal","Louga","","1996","62520.0376902697"
"Repartition des ménages par zones","Sénégal","Louga","","1997","63127.860263962"
"Repartition des ménages par zones","Sénégal","Louga","","1998","63717.8803922209"
"Repartition des ménages par zones","Sénégal","Louga","","1999","64287.1266004474"
"Repartition des ménages par zones","Sénégal","Louga","","2000","64831.1970181372"
"Repartition des ménages par zones","Sénégal","Louga","","2001","55926.8"
"Repartition des ménages par zones","Sénégal","Louga","","2002","65154"
"Repartition des ménages par zones","Sénégal","Louga","","2003","67267.6135366132"
"Repartition des ménages par zones","Sénégal","Louga","","2004","69449.7932730324"
"Repartition des ménages par zones","Sénégal","Louga","","2005","71702.7635154867"
"Repartition des ménages par zones","Sénégal","Louga","","2006","74028.8207273066"
"Repartition des ménages par zones","Sénégal","Louga","","2007","76430.3358697192"
"Repartition des ménages par zones","Sénégal","Louga","","2008","78909.7568185809"
"Repartition des ménages par zones","Sénégal","Louga","","2009","81469.6108595087"
"Repartition des ménages par zones","Sénégal","Louga","","2010","84112.5072639546"
"Repartition des ménages par zones","Sénégal","Louga","","2011","86841.1399488485"
"Repartition des ménages par zones","Sénégal","Louga","","2012","89658.2902225202"
"Repartition des ménages par zones","Sénégal","Louga","","2013","97381"
"Repartition des ménages par zones","Sénégal","Louga","","2014","100147.252976036"
"Repartition des ménages par zones","Sénégal","Louga","","2015","102985.532888059"
"Repartition des ménages par zones","Sénégal","Louga","","2016","105906.099929676"
"Repartition des ménages par zones","Sénégal","Louga","","2017","108903.520162025"
"Repartition des ménages par zones","Sénégal","Louga","","2018","111989.303728989"
"Repartition des ménages par zones","Sénégal","Matam","","2002","42911"
"Repartition des ménages par zones","Sénégal","Matam","","2003","46277.5305970535"
"Repartition des ménages par zones","Sénégal","Matam","","2004","47884.9513609003"
"Repartition des ménages par zones","Sénégal","Matam","","2005","49544.5606429485"
"Repartition des ménages par zones","Sénégal","Matam","","2006","51257.9743410587"
"Repartition des ménages par zones","Sénégal","Matam","","2007","53026.8518765764"
"Repartition des ménages par zones","Sénégal","Matam","","2008","54852.9198513679"
"Repartition des ménages par zones","Sénégal","Matam","","2009","56737.9765848069"
"Repartition des ménages par zones","Sénégal","Matam","","2010","57626.0877644781"
"Repartition des ménages par zones","Sénégal","Matam","","2011","59572.8136484177"
"Repartition des ménages par zones","Sénégal","Matam","","2012","62649.8442137304"
"Repartition des ménages par zones","Sénégal","Matam","","2013","53946"
"Repartition des ménages par zones","Sénégal","Matam","","2014","56023.627791479"
"Repartition des ménages par zones","Sénégal","Matam","","2015","58185.8041349259"
"Repartition des ménages par zones","Sénégal","Matam","","2016","60418.7427614942"
"Repartition des ménages par zones","Sénégal","Matam","","2017","62727.360675903"
"Repartition des ménages par zones","Sénégal","Matam","","2018","65116.109200176"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1988","75140"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1989","76705"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1990","78217"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1991","79834"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1992","81466"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1993","83116"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1994","84788"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1995","86493"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1996","87488"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1997","89215"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1998","90963"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","1999","92728"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2000","88924"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2001","88851"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2002","80174"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2003","82722"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2004","85352"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2005","88065"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2006","90864"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2007","93752"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2008","96732"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2009","99807"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2010","102979"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2011","106253"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2012","109630"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2013","110191"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2014","113141"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2015","116171"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2016","119288"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2017","122492"
"Repartition des ménages par zones","Sénégal","Saint-Louis","","2018","125783"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2008","43701.1105079126"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2009","44334.9257184099"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2010","44780.224983117"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2011","45229.9968263146"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2012","45684.2861705076"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2013","40869"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2014","42295.9629936584"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2015","43737.5799912069"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2016","45232.1730993736"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2017","46793.0223625611"
"Repartition des ménages par zones","Sénégal","Sédhiou","","2018","48417.7960328477"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1988","47402"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1989","48609"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1990","49846"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1991","51113"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1992","53480"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1993","54825"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1994","56199"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1995","57608"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1996","58681"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1997","60131"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1998","61611"
"Repartition des ménages par zones","Sénégal","Tambacounda","","1999","63119"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2000","64651"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2001","57084"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2002","60427"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2003","61310"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2004","62207"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2005","63116"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2006","64039"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2007","64975"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2008","65925"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2009","66888"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2010","70969"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2011","72407"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2012","73466"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2013","70292"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2014","72911"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2015","75559"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2016","78345"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2017","81250"
"Repartition des ménages par zones","Sénégal","Tambacounda","","2018","84275"
"Repartition des ménages par zones","Sénégal","Thiès","","1985","91319"
"Repartition des ménages par zones","Sénégal","Thiès","","1986","93824"
"Repartition des ménages par zones","Sénégal","Thiès","","1987","96398"
"Repartition des ménages par zones","Sénégal","Thiès","","1988","99044"
"Repartition des ménages par zones","Sénégal","Thiès","","1989","101889"
"Repartition des ménages par zones","Sénégal","Thiès","","1990","104930"
"Repartition des ménages par zones","Sénégal","Thiès","","1991","107820"
"Repartition des ménages par zones","Sénégal","Thiès","","1992","114446"
"Repartition des ménages par zones","Sénégal","Thiès","","1993","117646"
"Repartition des ménages par zones","Sénégal","Thiès","","1994","120925"
"Repartition des ménages par zones","Sénégal","Thiès","","1995","124295"
"Repartition des ménages par zones","Sénégal","Thiès","","1996","127076"
"Repartition des ménages par zones","Sénégal","Thiès","","1997","130587"
"Repartition des ménages par zones","Sénégal","Thiès","","1998","134181"
"Repartition des ménages par zones","Sénégal","Thiès","","1999","137855"
"Repartition des ménages par zones","Sénégal","Thiès","","2000","141604"
"Repartition des ménages par zones","Sénégal","Thiès","","2001","140506"
"Repartition des ménages par zones","Sénégal","Thiès","","2002","132754"
"Repartition des ménages par zones","Sénégal","Thiès","","2003","137571"
"Repartition des ménages par zones","Sénégal","Thiès","","2004","142562"
"Repartition des ménages par zones","Sénégal","Thiès","","2005","147735"
"Repartition des ménages par zones","Sénégal","Thiès","","2006","153095"
"Repartition des ménages par zones","Sénégal","Thiès","","2007","158650"
"Repartition des ménages par zones","Sénégal","Thiès","","2008","164406"
"Repartition des ménages par zones","Sénégal","Thiès","","2009","170371"
"Repartition des ménages par zones","Sénégal","Thiès","","2010","176553"
"Repartition des ménages par zones","Sénégal","Thiès","","2011","182959"
"Repartition des ménages par zones","Sénégal","Thiès","","2012","189597"
"Repartition des ménages par zones","Sénégal","Thiès","","2013","194766"
"Repartition des ménages par zones","Sénégal","Thiès","","2014","200505"
"Repartition des ménages par zones","Sénégal","Thiès","","2015","206350"
"Repartition des ménages par zones","Sénégal","Thiès","","2016","212301"
"Repartition des ménages par zones","Sénégal","Thiès","","2017","218454"
"Repartition des ménages par zones","Sénégal","Thiès","","2018","224707"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1980","40777"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1981","41714"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1982","42670"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1983","43645"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1984","44640"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1985","45654"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1986","46689"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1987","47744"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1988","48819"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1989","50988"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1990","53046"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1991","54954"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1992","58168"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1993","59594"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1994","61048"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1995","62534"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1996","63699"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1997","65231"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1998","66789"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","1999","68374"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2000","69980"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2001","75030"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2002","54688"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2003","54693"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2004","54699"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2005","54704"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2006","54709"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2007","54715"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2008","54720"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2009","54725"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2010","54731"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2011","54736"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2012","54741"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2013","75957"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2014","78274"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2015","80700"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2016","83241"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2017","85895"
"Repartition des ménages par zones","Sénégal","Ziguinchor","","2018","88667"
"Taille des ménages","Urban","SENEGAL","","1968","7.25698080519837"
"Taille des ménages","Urban","SENEGAL","","1969","7.25698080519837"
"Taille des ménages","Urban","SENEGAL","","1970","7.25698080519837"
"Taille des ménages","Urban","SENEGAL","","1971","7.30444784705098"
"Taille des ménages","Urban","SENEGAL","","1972","7.35179189544204"
"Taille des ménages","Urban","SENEGAL","","1973","7.39901300615308"
"Taille des ménages","Urban","SENEGAL","","1974","7.44528477145993"
"Taille des ménages","Urban","SENEGAL","","1975","7.49149023861916"
"Taille des ménages","Urban","SENEGAL","","1976","7.53762937249706"
"Taille des ménages","Urban","SENEGAL","","1977","7.58371843233732"
"Taille des ménages","Urban","SENEGAL","","1978","7.62974819904181"
"Taille des ménages","Urban","SENEGAL","","1979","7.67571962723496"
"Taille des ménages","Urban","SENEGAL","","1980","7.72163364823662"
"Taille des ménages","Urban","SENEGAL","","1981","7.76749117076203"
"Taille des ménages","Urban","SENEGAL","","1982","7.81329308159667"
"Taille des ménages","Urban","SENEGAL","","1983","7.85904024624705"
"Taille des ménages","Urban","SENEGAL","","1984","7.9047335095685"
"Taille des ménages","Urban","SENEGAL","","1985","7.95037369637079"
"Taille des ménages","Urban","SENEGAL","","1986","7.99596161200257"
"Taille des ménages","Urban","SENEGAL","","1987","8.04149804291549"
"Taille des ménages","Urban","SENEGAL","","1988","8.07373588769542"
"Taille des ménages","Urban","SENEGAL","","1989","8.09182509730624"
"Taille des ménages","Urban","SENEGAL","","1990","8.10986027449151"
"Taille des ménages","Urban","SENEGAL","","1991","8.12783987153308"
"Taille des ménages","Urban","SENEGAL","","1992","8.05236253389443"
"Taille des ménages","Urban","SENEGAL","","1993","8.05209889083951"
"Taille des ménages","Urban","SENEGAL","","1994","8.0518375840835"
"Taille des ménages","Urban","SENEGAL","","1995","8.05240296620305"
"Taille des ménages","Urban","SENEGAL","","1996","8.06009634891717"
"Taille des ménages","Urban","SENEGAL","","1997","8.05987720772932"
"Taille des ménages","Urban","SENEGAL","","1998","8.05964500837054"
"Taille des ménages","Urban","SENEGAL","","1999","8.05906715745385"
"Taille des ménages","Urban","SENEGAL","","2000","8.05885591292677"
"Taille des ménages","Urban","SENEGAL","","2001","8"
"Taille des ménages","Urban","SENEGAL","","2002","7.9"
"Taille des ménages","Urban","SENEGAL","","2003","8.20557065980609"
"Taille des ménages","Urban","SENEGAL","","2004","8.21605293651888"
"Taille des ménages","Urban","SENEGAL","","2005","8.22588186675583"
"Taille des ménages","Urban","SENEGAL","","2006","8.23506639962602"
"Taille des ménages","Urban","SENEGAL","","2007","8.24361650385543"
"Taille des ménages","Urban","SENEGAL","","2008","8.25154083253855"
"Taille des ménages","Urban","SENEGAL","","2009","8.25884881041066"
"Taille des ménages","Urban","SENEGAL","","2010","8.26554976090442"
"Taille des ménages","Urban","SENEGAL","","2011","8.27165215530442"
"Taille des ménages","Urban","SENEGAL","","2012","8.27716549178491"
"Taille des ménages","Urban","SENEGAL","","2013","7.14814467766117"
"Taille des ménages","Urban","SENEGAL","","2014","7.1628603565612"
"Taille des ménages","Urban","SENEGAL","","2015","7.17016502998337"
"Taille des ménages","Urban","SENEGAL","","2016","7.17786222740957"
"Taille des ménages","Urban","SENEGAL","","2017","7.18564984892958"
"Taille des ménages","Urban","SENEGAL","","2018","7.19334540862479"
"Taille des ménages","Urban","Dakar","","1968","7"
"Taille des ménages","Urban","Dakar","","1969","7.1"
"Taille des ménages","Urban","Dakar","","1970","7.1"
"Taille des ménages","Urban","Dakar","","1971","7.2"
"Taille des ménages","Urban","Dakar","","1972","7.3"
"Taille des ménages","Urban","Dakar","","1973","7.3"
"Taille des ménages","Urban","Dakar","","1974","7.4"
"Taille des ménages","Urban","Dakar","","1975","7.4"
"Taille des ménages","Urban","Dakar","","1976","7.4"
"Taille des ménages","Urban","Dakar","","1977","7.4"
"Taille des ménages","Urban","Dakar","","1978","7.5"
"Taille des ménages","Urban","Dakar","","1979","7.5"
"Taille des ménages","Urban","Dakar","","1980","7.5"
"Taille des ménages","Urban","Dakar","","1981","7.6"
"Taille des ménages","Urban","Dakar","","1982","7.6"
"Taille des ménages","Urban","Dakar","","1983","7.6"
"Taille des ménages","Urban","Dakar","","1984","7.7"
"Taille des ménages","Urban","Dakar","","1985","7.7"
"Taille des ménages","Urban","Dakar","","1986","7.7"
"Taille des ménages","Urban","Dakar","","1987","7.8"
"Taille des ménages","Urban","Dakar","","1988","7.8"
"Taille des ménages","Urban","Dakar","","1989","7.8"
"Taille des ménages","Urban","Dakar","","1990","7.9"
"Taille des ménages","Urban","Dakar","","1991","7.9"
"Taille des ménages","Urban","Dakar","","1992","7.8"
"Taille des ménages","Urban","Dakar","","1993","7.8"
"Taille des ménages","Urban","Dakar","","1994","7.8"
"Taille des ménages","Urban","Dakar","","1995","7.8"
"Taille des ménages","Urban","Dakar","","1996","7.8"
"Taille des ménages","Urban","Dakar","","1997","7.8"
"Taille des ménages","Urban","Dakar","","1998","7.8"
"Taille des ménages","Urban","Dakar","","1999","7.8"
"Taille des ménages","Urban","Dakar","","2000","7.8"
"Taille des ménages","Urban","Dakar","","2001","8"
"Taille des ménages","Urban","Dakar","","2002","7.3"
"Taille des ménages","Urban","Dakar","","2003","7.3"
"Taille des ménages","Urban","Dakar","","2004","7.2"
"Taille des ménages","Urban","Dakar","","2005","7.1"
"Taille des ménages","Urban","Dakar","","2006","7.1"
"Taille des ménages","Urban","Dakar","","2007","6.99185015788547"
"Taille des ménages","Urban","Dakar","","2008","6.91509906462375"
"Taille des ménages","Urban","Dakar","","2009","6.8391889397881"
"Taille des ménages","Urban","Dakar","","2010","6.76411207588413"
"Taille des ménages","Urban","Dakar","","2011","6.68985999897598"
"Taille des ménages","Urban","Dakar","","2012","6.61642338775684"
"Taille des ménages","Urban","Dakar","","2013","6.23630854091178"
"Taille des ménages","Urban","Dakar","","2014","6.27243050992893"
"Taille des ménages","Urban","Dakar","","2015","6.27243050992893"
"Taille des ménages","Urban","Dakar","","2016","6.27243050992893"
"Taille des ménages","Urban","Dakar","","2017","6.27243050992893"
"Taille des ménages","Urban","Dakar","","2018","6.27243050992893"
"Taille des ménages","Urban","Diourbel","","1970","6.9"
"Taille des ménages","Urban","Diourbel","","1971","6.9"
"Taille des ménages","Urban","Diourbel","","1972","6.9"
"Taille des ménages","Urban","Diourbel","","1973","6.9"
"Taille des ménages","Urban","Diourbel","","1974","7.00666666666667"
"Taille des ménages","Urban","Diourbel","","1975","7.11333333333333"
"Taille des ménages","Urban","Diourbel","","1976","7.22"
"Taille des ménages","Urban","Diourbel","","1977","7.32666666666667"
"Taille des ménages","Urban","Diourbel","","1978","7.43333333333333"
"Taille des ménages","Urban","Diourbel","","1979","7.54"
"Taille des ménages","Urban","Diourbel","","1980","7.64666666666667"
"Taille des ménages","Urban","Diourbel","","1981","7.75333333333333"
"Taille des ménages","Urban","Diourbel","","1982","7.86"
"Taille des ménages","Urban","Diourbel","","1983","7.96666666666667"
"Taille des ménages","Urban","Diourbel","","1984","8.07333333333333"
"Taille des ménages","Urban","Diourbel","","1985","8.18"
"Taille des ménages","Urban","Diourbel","","1986","8.28666666666667"
"Taille des ménages","Urban","Diourbel","","1987","8.39333333333333"
"Taille des ménages","Urban","Diourbel","","1988","8.5"
"Taille des ménages","Urban","Diourbel","","1989","8.4"
"Taille des ménages","Urban","Diourbel","","1990","8.325"
"Taille des ménages","Urban","Diourbel","","1991","8.26875"
"Taille des ménages","Urban","Diourbel","","1992","8.1"
"Taille des ménages","Urban","Diourbel","","1993","8.1"
"Taille des ménages","Urban","Diourbel","","1994","8.1"
"Taille des ménages","Urban","Diourbel","","1995","8.1"
"Taille des ménages","Urban","Diourbel","","1996","8.1"
"Taille des ménages","Urban","Diourbel","","1997","8.1"
"Taille des ménages","Urban","Diourbel","","1998","8.1"
"Taille des ménages","Urban","Diourbel","","1999","8.1"
"Taille des ménages","Urban","Diourbel","","2000","8.1"
"Taille des ménages","Urban","Diourbel","","2001","9"
"Taille des ménages","Urban","Diourbel","","2002","9.45224655678483"
"Taille des ménages","Urban","Diourbel","","2003","9.33794171919411"
"Taille des ménages","Urban","Diourbel","","2004","9.2279256420499"
"Taille des ménages","Urban","Diourbel","","2005","9.11899769927127"
"Taille des ménages","Urban","Diourbel","","2006","9.01115472655124"
"Taille des ménages","Urban","Diourbel","","2007","8.90437698640921"
"Taille des ménages","Urban","Diourbel","","2008","8.79865886291532"
"Taille des ménages","Urban","Diourbel","","2009","8.69399261768236"
"Taille des ménages","Urban","Diourbel","","2010","8.59036853716364"
"Taille des ménages","Urban","Diourbel","","2011","8.48777508895826"
"Taille des ménages","Urban","Diourbel","","2012","8.9543946809392"
"Taille des ménages","Urban","Diourbel","","2013","8.8460605905964"
"Taille des ménages","Urban","Diourbel","","2014","9.35968471983768"
